-313.600729454	559.708850215
-149.762103306	173.999235873
-275.853803011	452.522330597
-335.151532757	627.01650522
-238.516270921	356.552855768
-356.500798881	711.249946098
155.789553204	28.8695842151
-179.421865168	227.98205821
-277.763010409	457.650538575
-303.604004134	529.505021026
37.1922963424	-3.32547019667
-137.477784028	153.991207177
84.0760762215	-3.96549083901
-316.094594292	567.874392892
-145.147868376	166.403228639
-82.2381724643	77.8801308225
-165.405403542	201.825626831
-215.139735886	302.29261184
-327.825338617	603.53173751
-336.453022752	632.376528787
108.701140627	2.50384034242
-303.68944143	530.43995396
-366.843061405	762.25308286
-331.639627341	616.640128357
-274.358759715	447.722370742
122.631794602	8.41357734194
-269.915023807	436.241649036
-275.732439925	452.080136138
-239.545290763	358.809496745
-253.686692668	394.422993141
-303.387977822	529.509658213
-29.2919781121	27.750601173
-295.094054128	504.688229889
-235.156273797	348.478118519
-284.016485655	474.156983604
-30.154521224	28.4177246396
-354.694046502	701.808221753
-353.23791469	692.779216257
-67.6392380273	61.9027010186
18.63590659	1.7352941819
-40.5466181133	36.6089687979
-191.773891776	252.904034121
-306.838594226	539.771118114
-125.732174523	135.600453648
126.383405152	10.4419006168
8.02292353871	5.90232617915
-244.824748737	372.082548826
-109.796435215	112.731424765
-358.841045556	721.395350303
21.9579216575	0.579761357664
-87.3538052693	83.7892574914
-345.755466921	665.218418704
98.3960835359	-0.851457719321
-262.596102519	417.564738908
-353.019852168	694.087496624
137.083207484	16.4046790215
-249.000390096	382.208730043
-13.4675458698	17.1225775614
138.8479508	17.4417645497
-45.4531120985	40.7202956331
-230.445389659	337.127126077
-310.632673353	551.608812595
-269.834793948	435.84828805
-60.6392899359	54.7093636243
83.2538240089	-4.19014315058
-319.909557726	579.109643991
-358.714056423	720.4855301
0.298232643114	9.4334874198
120.009960345	7.35726302691
-39.8877374405	36.0532902865
-57.4271273301	51.5074650266
-363.142599473	746.644835516
-160.191609762	192.25726682
-316.980608055	570.176402294
-361.263150822	731.619544142
-212.432209569	296.116986971
-41.2509012374	37.2407506664
72.8329044256	-5.5212190808
-361.307796423	732.269278473
33.0401261127	-2.48794407445
4.32046826664	7.60644618876
80.4930057721	-4.45818414815
-330.60623463	612.468035562
-83.3460174712	79.167877834
109.833186712	2.9833265944
-355.400253175	705.181416573
-207.204817968	285.211614737
4.69321991716	7.42916643072
-73.1256129755	67.7014717978
77.6581683152	-5.02309740178
65.4789782475	-5.9432018105
-89.8801053292	86.992786307
-24.6718229846	24.4426324345
1.59164417425	8.84344333307
14.8158725599	3.06906048834
-282.576294243	470.241523057
-273.394563886	446.04965714
-17.0056825726	19.3358000494
-317.626725532	570.960693125
-253.086851164	392.093248048
-306.932256506	540.781595516
-344.045992944	658.383551119
-106.265465787	107.906959841
-45.7492761281	41.0292591893
